codigo_cola,anio,tipo,fabricante,modelo,motores,asientos,velocidad,tipo_motor
N573AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N573UA,1992,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N57439,2009,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N574AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N574UA,1992,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N575AA,1963,Ala fija monomotor,CESSNA,210-5(205),1,6,NA,Recíproco
N575UA,1993,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N576AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N576UA,1993,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N577AS,2007,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N577UA,1993,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N57852,2001,Ala fija multimotor,BOEING,757-324,2,275,NA,Turboventilador
N57855,2004,Ala fija multimotor,BOEING,757-324,2,275,NA,Turboventilador
N57857,2004,Ala fija multimotor,BOEING,757-324,2,275,NA,Turboventilador
N57862,2001,Ala fija multimotor,BOEING,757-33N,2,275,NA,Turboreactor
N57863,2001,Ala fija multimotor,BOEING,757-33N,2,275,NA,Turboreactor
N57864,2001,Ala fija multimotor,BOEING,757-33N,2,275,NA,Turboreactor
N57868,2002,Ala fija multimotor,BOEING,757-33N,2,275,NA,Turboreactor
N57869,2002,Ala fija multimotor,BOEING,757-33N,2,275,NA,Turboreactor
N57870,2003,Ala fija multimotor,BOEING,757-33N,2,275,NA,Turboreactor
N578AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N578UA,1993,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N579AS,2007,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N579JB,2003,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N579UA,1993,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N580JB,2003,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N580UA,1993,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N58101,1994,Ala fija multimotor,BOEING,757-224,2,178,NA,Turboreactor
N581AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N581AS,2007,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N582AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N582CA,2008,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N583AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N583AS,2007,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N583JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N584AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N584AS,2007,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N584JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N585AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N585AS,2007,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N585JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N585UA,1993,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N586AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N586AS,2007,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N586JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N587AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turboventilador
N587AS,2007,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N587JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N587NW,2002,Ala fija multimotor,BOEING,757-351,2,275,NA,Turboreactor
N587UA,1993,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N588JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N588UA,1993,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N589AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N589AS,2007,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N589JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N589UA,1997,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N59053,2000,Ala fija multimotor,BOEING,767-424ER,2,292,NA,Turboreactor
N590AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N590AS,2008,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N590JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N590NW,2003,Ala fija multimotor,BOEING,757-351,2,275,NA,Turboreactor
N590UA,1997,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N591AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N591JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N592AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N592AS,2008,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N592JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N593AA,1991,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N593AS,2008,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N593JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N594AA,1992,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N594AS,2008,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N594JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N594NW,2003,Ala fija multimotor,BOEING,757-351,2,275,NA,Turboreactor
N594UA,1996,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N595AA,1992,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N595JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N595NW,2003,Ala fija multimotor,BOEING,757-351,2,275,NA,Turboreactor
N595UA,1998,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N596AA,1992,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N596AS,2008,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N596UA,1998,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N597AA,1992,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N597AS,2008,Ala fija multimotor,BOEING,737-890,2,149,NA,Turboventilador
N597JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N597UA,1998,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N598AA,1992,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N598JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N598UA,1999,Ala fija multimotor,BOEING,757-222,2,178,NA,Turboreactor
N599AA,1992,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turboventilador
N599JB,2004,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N600LR,2007,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N600QX,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turboventilador
N600TR,1979,Ala fija multimotor,MCDONNELL DOUGLAS,DC-9-51,2,139,432,Turboreactor
N600WN,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N601AW,2003,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N601LR,2007,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N601WN,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N601XJ,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N602AW,1996,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N602DL,1984,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N602LR,2008,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N602SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N602XJ,2005,Ala fija multimotor,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turboventilador
N603AT,2001,Ala fija multimotor,BOEING,717-200,2,100,NA,Turboventilador
N603DL,1984,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N603JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N603SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N604AW,2000,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N604DL,1984,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N604LR,2007,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N604QX,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turboventilador
N604SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N605JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N605LR,2008,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N605QX,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turboventilador
N605SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N606JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N606LR,2008,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N606SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N607AT,2000,Ala fija multimotor,BOEING,717-200,2,100,NA,Turboventilador
N607JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N607LR,2008,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N607SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N608AT,2000,Ala fija multimotor,BOEING,717-200,2,100,NA,Turboventilador
N608DA,1985,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N608JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N608QX,2001,Ala fija multimotor,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turboventilador
N608SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N609DL,1985,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N609SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N610DL,1985,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N610WN,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N611QX,NA,Ala fija multimotor,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turboventilador
N611SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N612AA,1989,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N612DL,1985,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N612JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N612QX,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turboventilador
N612SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N613AA,1989,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N613DL,1985,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N613JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N613SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N614DL,1985,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N614QX,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turboventilador
N614SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N615AA,1967,Ala fija multimotor,BEECH,65-A90,2,9,202,Turbohélice
N615DL,1986,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N615JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N615QX,2002,Ala fija multimotor,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turboventilador
N615SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N616DL,1986,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N616SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N617DL,1986,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N617SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N618AA,1989,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N618DL,1986,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N618JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N618WN,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N619AA,1990,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N619SW,1995,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N620SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N621AA,1975,Ala fija monomotor,CESSNA,172M,1,4,108,Cuatro tiempos
N621JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N621SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N621VA,2006,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N622AA,1990,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N622AW,1989,Ala fija multimotor,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turboreactor
N622SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N622VA,2006,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N623AA,1990,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N623DL,1987,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N623JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N623SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N623VA,2006,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N624AA,1990,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N624AG,1993,Ala fija multimotor,BOEING,757-2Q8,2,178,NA,Turboventilador
N624AW,1989,Ala fija multimotor,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turboreactor
N624JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N624SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N624VA,2006,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N625AA,1990,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N625AW,1989,Ala fija multimotor,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turboreactor
N625JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N625SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N625VA,2006,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N626AW,1989,Ala fija multimotor,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turboreactor
N626SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N626VA,2006,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N627AW,1989,Ala fija multimotor,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turboreactor
N627DL,1987,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N627JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N627SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N627VA,2006,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N628AA,1990,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N628SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N628VA,2007,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N629JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N629SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N629VA,2007,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N630AA,1990,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N630JB,2005,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N630VA,2007,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N630WN,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N631AA,1990,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N631AW,1990,Ala fija multimotor,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turboreactor
N631VA,2007,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N632AW,1989,Ala fija multimotor,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turboreactor
N632JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N632SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N632VA,2007,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N633AA,1990,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N633AW,1989,Ala fija multimotor,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turboreactor
N633DL,1987,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N633JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N633SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N633VA,2007,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N634AA,1990,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N634JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N634SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N634VA,2008,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N635AA,1990,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N635DL,1988,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N635JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N635SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N635VA,2008,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N636DL,1988,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N636JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N636VA,2008,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N636WN,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N637DL,1988,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N637JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N637SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N637VA,2008,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N638DL,1988,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N638JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N638SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N638VA,2008,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N639AA,1991,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N639DL,1988,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N639JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N639SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N639VA,2007,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N640AW,1994,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N640DL,1988,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N640JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N640SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N640VA,2007,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N641DL,1988,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N641JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N641SW,1996,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N641UA,1991,Ala fija multimotor,BOEING,767-322,2,330,NA,Turboventilador
N641VA,2008,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N642AA,1991,Ala fija multimotor,BOEING,757-223,2,178,NA,Turboventilador
N642AW,1996,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N642DL,1988,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N642VA,2008,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N642WN,1997,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N643DL,1989,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N643JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N643SW,1997,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N644DL,1989,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N644JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N644SW,1997,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N644UA,1991,Ala fija multimotor,BOEING,767-322,2,330,NA,Turboventilador
N645DL,1989,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N645JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N645SW,1997,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N646DL,1989,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N646JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N646SW,1997,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N646UA,1992,Ala fija multimotor,BOEING,767-322,2,330,NA,Turboventilador
N647AW,1997,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N647DL,1989,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N647SW,1997,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N647UA,1992,Ala fija multimotor,BOEING,767-322,2,330,NA,Turboventilador
N64809,2013,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N648AW,1997,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N648DL,1989,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N648JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N648SW,1997,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N648UA,1992,Ala fija multimotor,BOEING,767-322,2,330,NA,Turboventilador
N649AW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N649DL,1989,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N649JB,2006,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N649SW,1997,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N649UA,1992,Ala fija multimotor,BOEING,767-322,2,330,NA,Turboventilador
N650AW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N650DL,1989,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N650SW,1997,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N651AW,1998,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N651DL,1989,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N651JB,2007,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N651SW,1997,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N651UA,1992,Ala fija multimotor,BOEING,767-322,2,330,NA,Turboventilador
N652AW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N652DL,1989,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N652JB,2007,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N652SW,1997,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N652UA,1992,Ala fija multimotor,BOEING,767-322,2,330,NA,Turboventilador
N653AW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N653JB,2007,Ala fija multimotor,AIRBUS,A320-232,2,200,NA,Turboventilador
N653SW,1997,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N653UA,1992,Ala fija multimotor,BOEING,767-322,2,330,NA,Turboventilador
N654AW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N654DL,1990,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
N654SW,1997,Ala fija multimotor,BOEING,737-3H4,2,149,NA,Turboventilador
N654UA,1992,Ala fija multimotor,BOEING,767-322,2,330,NA,Turboventilador
N655AW,1999,Ala fija multimotor,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turboventilador
N655DL,1990,Ala fija multimotor,BOEING,757-232,2,178,NA,Turboventilador
