anio	estado_civil	edad	raza	ingreso	partido	religion	denominacion	horas_tv
2006	Casado	51	Blanca	25000 o más	Independiente	Ninguna	No aplica	NA
2006	Casado	42	Otra	25000 o más	No fuertemente demócrata	Católica	No aplica	NA
2006	Divorciado	75	Blanca	No aplica	Fuertemente demócrata	Protestante	Sínodo luterano	NA
2006	Nunca se ha casado	43	Blanca	25000 o más	Ind, pro rep	Católica	No aplica	NA
2006	Viudo	85	Blanca	No aplica	Fuertemente demócrata	Otra	No aplica	NA
2006	Viudo	79	Blanca	No aplica	No fuertemente demócrata	Protestante	Bautistas del sur	NA
2006	Divorciado	48	Blanca	25000 o más	Otro partido	Ninguna	No aplica	NA
2006	Divorciado	54	Blanca	25000 o más	No fuertemente demócrata	Ninguna	No aplica	NA
2006	Viudo	76	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	4
2006	Divorciado	25	Blanca	20000 - 24999	No fuertemente republicano	Ninguna	No aplica	6
2006	Viudo	75	Blanca	No aplica	Independiente	Protestante	Otra	NA
2006	Casado	34	Otra	25000 o más	Independiente	Ninguna	No aplica	1
2006	Casado	38	Blanca	No aplica	Independiente	Protestante	Otra	NA
2006	Viudo	81	Blanca	No aplica	No fuertemente demócrata	Protestante	Presbiteriana, no sabe cuál	5
2006	Casado	33	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	NA
2006	Casado	60	Blanca	No aplica	Independiente	Protestante	Sínodo luterano	NA
2006	Casado	42	Blanca	25000 o más	Independiente	Ninguna	No aplica	NA
2006	Divorciado	54	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	3
2006	Casado	59	Blanca	25000 o más	No fuertemente republicano	Protestante	Otra	2
2006	Casado	68	Blanca	6000 - 6999	No fuertemente republicano	Ninguna	No aplica	NA
2006	Casado	31	Blanca	25000 o más	No fuertemente demócrata	Protestante	Otras bautistas	2
2006	Casado	41	Blanca	25000 o más	Fuertemente republicano	Protestante	Asociación bautista estadounidense	2
2006	Nunca se ha casado	71	Blanca	No aplica	Independiente	Protestante	Iglesia presbiteriana de los EEUU	1
2006	Nunca se ha casado	60	Blanca	4000 - 4999	Ind, pro dem	Protestante	No denominacional	NA
2006	Viudo	83	Blanca	No aplica	Ind, pro dem	Protestante	Otra	2
2006	Divorciado	36	Blanca	No aplica	Fuertemente republicano	Protestante	Bautista, no sabe cuál	NA
2006	Separado	62	Blanca	20000 - 24999	Independiente	Protestante	Otras bautistas	NA
2006	Casado	36	Otra	Se niega a responder	Independiente	Católica	No aplica	2
2006	Separado	55	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	NA
2006	Casado	32	Otra	20000 - 24999	Independiente	Católica	No aplica	NA
2006	Nunca se ha casado	27	Blanca	15000 - 19999	Independiente	Ninguna	No aplica	NA
2006	Divorciado	23	Otra	No aplica	Ind, pro rep	Protestante	Otra	NA
2006	Divorciado	51	Blanca	25000 o más	Ind, pro rep	Ninguna	No aplica	2
2006	Nunca se ha casado	22	Blanca	10000 - 14999	Independiente	Ninguna	No aplica	4
2006	Nunca se ha casado	23	Blanca	No aplica	Independiente	Ninguna	No aplica	NA
2006	Viudo	67	Blanca	No aplica	Ind, pro dem	Ninguna	No aplica	8
2006	Casado	29	Otra	25000 o más	No fuertemente demócrata	Protestante	No denominacional	NA
2006	Viudo	76	Blanca	No aplica	No fuertemente demócrata	Protestante	Luterana, no sabe cuál	NA
2006	Casado	27	Blanca	25000 o más	Fuertemente demócrata	Ninguna	No aplica	NA
2006	Divorciado	51	Blanca	25000 o más	Independiente	Protestante	No denominacional	NA
2006	Nunca se ha casado	21	Blanca	No aplica	No fuertemente republicano	Protestante	Luterana, no sabe cuál	3
2006	Viudo	89	Blanca	No aplica	Fuertemente republicano	Protestante	Unión presbiteriana de iglesias	0
2006	Casado	25	Blanca	25000 o más	No fuertemente demócrata	Judía	No aplica	1
2006	Divorciado	61	Blanca	25000 o más	No fuertemente republicano	Protestante	Otra	NA
2006	Casado	77	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	NA
2006	Casado	30	Blanca	20000 - 24999	Ind, pro rep	Ninguna	No aplica	1
2006	Divorciado	58	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	1
2006	Casado	49	Blanca	25000 o más	No fuertemente demócrata	Protestante	Presbiteriana, no sabe cuál	NA
2006	Divorciado	70	Blanca	No aplica	Fuertemente demócrata	Protestante	Otra	NA
2006	Divorciado	46	Blanca	25000 o más	Fuertemente demócrata	Católica	No aplica	2
2006	Divorciado	75	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	NA
2006	Nunca se ha casado	25	Blanca	20000 - 24999	No fuertemente demócrata	Cristiana	No denominacional	NA
2006	Nunca se ha casado	27	Blanca	20000 - 24999	Fuertemente demócrata	Ninguna	No aplica	NA
2006	Casado	41	Otra	25000 o más	Fuertemente demócrata	Ninguna	No aplica	1
2006	Nunca se ha casado	67	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	NA
2006	Divorciado	60	Blanca	25000 o más	Fuertemente demócrata	Protestante	Iglesia metodista unida	NA
2006	Casado	56	Blanca	25000 o más	No fuertemente republicano	Protestante	No denominacional	NA
2006	Nunca se ha casado	25	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	2
2006	Viudo	89	Blanca	No aplica	Fuertemente demócrata	Protestante	Otra	5
2006	Viudo	67	Blanca	No aplica	No fuertemente demócrata	Protestante	No denominacional	2
2006	Casado	55	Blanca	No aplica	Independiente	Ninguna	No aplica	NA
2006	Divorciado	40	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	NA
2006	Casado	34	Otra	25000 o más	No fuertemente republicano	Protestante	Otra	NA
2006	Casado	73	Blanca	No aplica	Ind, pro rep	Protestante	Bautista, no sabe cuál	3
2006	Casado	34	Blanca	25000 o más	No fuertemente republicano	Ninguna	No aplica	2
2006	Casado	56	Blanca	25000 o más	Fuertemente demócrata	Protestante	Otra	1
2006	Casado	33	Otra	25000 o más	Ind, pro dem	Protestante	Otra	NA
2006	Casado	36	Otra	25000 o más	No fuertemente demócrata	Católica	No aplica	NA
2006	Casado	44	Otra	25000 o más	Fuertemente demócrata	Protestante	Otra	NA
2006	Casado	69	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	NA
2006	Casado	23	Otra	10000 - 14999	Ind, pro dem	Católica	No aplica	NA
2006	Casado	53	Blanca	No sabe	Independiente	Ninguna	No aplica	NA
2006	Casado	44	Blanca	No aplica	No fuertemente republicano	Católica	No aplica	NA
2006	Divorciado	43	Blanca	No aplica	Independiente	Protestante	Iglesia metodista unida	NA
2006	Casado	26	Blanca	5000 - 5999	Ind, pro rep	Protestante	Otra	NA
2006	Divorciado	51	Blanca	No aplica	Independiente	Protestante	Otra	13
2006	Divorciado	40	Otra	Menos de 1000	Independiente	Ninguna	No aplica	NA
2006	Divorciado	51	Blanca	No aplica	No fuertemente demócrata	Protestante	No denominacional	NA
2006	Nunca se ha casado	21	Blanca	1000 - 2999	Ind, pro rep	Protestante	Otra	NA
2006	Casado	48	Blanca	25000 o más	Ind, pro dem	Protestante	Unión presbiteriana de iglesias	0
2006	Nunca se ha casado	21	Blanca	10000 - 14999	Ind, pro dem	Ninguna	No aplica	3
2006	Casado	63	Otra	15000 - 19999	Independiente	Católica	No aplica	NA
2006	Divorciado	29	Otra	No sabe	No fuertemente demócrata	Católica	No aplica	2
2006	Casado	32	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	2
2006	Casado	67	Blanca	No aplica	Fuertemente demócrata	Protestante	Iglesia metodista unida	NA
2006	Casado	82	Blanca	Menos de 1000	Fuertemente republicano	Protestante	Otra	NA
2006	Viudo	89	Blanca	No aplica	No fuertemente demócrata	Protestante	Iglesia metodista unida	NA
2006	Casado	60	Blanca	No sabe	Fuertemente demócrata	Protestante	No denominacional	NA
2006	Nunca se ha casado	63	Blanca	No aplica	Fuertemente demócrata	Protestante	Otra	3
2006	Casado	44	Blanca	25000 o más	No fuertemente demócrata	Protestante	Metodista, no sabe cuál	NA
2006	Casado	56	Blanca	25000 o más	Fuertemente demócrata	Ninguna	No aplica	NA
2006	Casado	47	Blanca	25000 o más	No fuertemente demócrata	Protestante	Episcopal	NA
2006	Nunca se ha casado	29	Blanca	20000 - 24999	Ind, pro dem	Cristiana	No denominacional	NA
2006	Divorciado	43	Negra	25000 o más	Fuertemente demócrata	Católica	No aplica	1
2006	Nunca se ha casado	26	Blanca	No aplica	Fuertemente demócrata	Ninguna	No aplica	4
2006	Divorciado	60	Blanca	No aplica	Ind, pro dem	Cristiana	No denominacional	3
2006	Divorciado	34	Blanca	3000 - 3999	Fuertemente demócrata	Ninguna	No aplica	1
2006	Divorciado	42	Blanca	25000 o más	Ind, pro dem	Ninguna	No aplica	2
2006	Casado	55	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	3
2006	Nunca se ha casado	35	Otra	25000 o más	Ind, pro rep	Ninguna	No aplica	NA
2006	Viudo	84	Blanca	No aplica	Ind, pro dem	Ninguna	No aplica	NA
2006	Casado	47	Blanca	25000 o más	Ind, pro rep	Protestante	No denominacional	NA
2006	Casado	42	Blanca	25000 o más	Otro partido	Protestante	Otra	2
2006	Casado	47	Blanca	No aplica	No fuertemente republicano	Protestante	Evangélica luterana	NA
2006	Casado	37	Blanca	25000 o más	Fuertemente republicano	Protestante	No denominacional	1
2006	Casado	46	Blanca	25000 o más	Independiente	Ninguna	No aplica	NA
2006	Casado	50	Blanca	Se niega a responder	No fuertemente republicano	Protestante	Iglesia luterana de EEUU	NA
2006	Nunca se ha casado	21	Blanca	15000 - 19999	No fuertemente republicano	Protestante	Otra	3
2006	Casado	56	Blanca	No aplica	No fuertemente republicano	Protestante	Episcopal	2
2006	Nunca se ha casado	26	Blanca	20000 - 24999	No fuertemente demócrata	Protestante	Presbiteriana, fusionadas	NA
2006	Casado	37	Blanca	25000 o más	No fuertemente republicano	Protestante	Bautista, no sabe cuál	2
2006	Casado	64	Blanca	No aplica	Fuertemente republicano	Ninguna	No aplica	4
2006	Casado	53	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	2
2006	Casado	70	Blanca	Sin respuesta	Fuertemente republicano	Protestante	Bautista, no sabe cuál	NA
2006	Divorciado	42	Blanca	5000 - 5999	No fuertemente republicano	Protestante	Otra	3
2006	Casado	43	Blanca	25000 o más	No fuertemente republicano	Protestante	No denominacional	NA
2006	Divorciado	43	Blanca	25000 o más	No fuertemente republicano	Protestante	Presbiteriana, no sabe cuál	NA
2006	Divorciado	37	Blanca	25000 o más	No fuertemente republicano	Cristiana	No denominacional	NA
2006	Casado	31	Blanca	25000 o más	Ind, pro rep	Protestante	Iglesia metodista unida	2
2006	Nunca se ha casado	43	Otra	25000 o más	Fuertemente republicano	Protestante	Otra	NA
2006	Divorciado	70	Blanca	No aplica	Fuertemente republicano	Protestante	Luterana, no sabe cuál	2
2006	Casado	38	Blanca	No aplica	Fuertemente demócrata	Ninguna	No aplica	4
2006	Casado	26	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	1
2006	Divorciado	65	Blanca	No aplica	Ind, pro dem	Protestante	Otra	6
2006	Nunca se ha casado	49	Blanca	No aplica	No fuertemente demócrata	Protestante	Otra	5
2006	Casado	27	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	1
2006	Casado	29	Blanca	No aplica	Ind, pro rep	Ninguna	No aplica	NA
2006	Divorciado	24	Blanca	No aplica	Independiente	Católica	No aplica	4
2006	Casado	54	Blanca	25000 o más	No fuertemente republicano	Protestante	No denominacional	NA
2006	Nunca se ha casado	42	Blanca	25000 o más	No fuertemente republicano	Protestante	No denominacional	3
2006	Casado	30	Blanca	No aplica	Ind, pro rep	Ninguna	No aplica	NA
2006	Nunca se ha casado	47	Blanca	10000 - 14999	Ind, pro dem	Protestante	Iglesia metodista unida	NA
2006	Casado	48	Blanca	25000 o más	Independiente	Protestante	Presbiteriana, no sabe cuál	NA
2006	Divorciado	71	Blanca	15000 - 19999	No fuertemente republicano	Católica	No aplica	5
2006	Casado	37	Blanca	25000 o más	Independiente	Católica	No aplica	NA
2006	Nunca se ha casado	24	Blanca	No aplica	No fuertemente republicano	Ninguna	No aplica	3
2006	Nunca se ha casado	46	Blanca	15000 - 19999	Ind, pro dem	Ninguna	No aplica	NA
2006	Casado	46	Blanca	20000 - 24999	No fuertemente demócrata	Católica	No aplica	3
2006	Nunca se ha casado	19	Blanca	No aplica	Ind, pro rep	Ninguna	No aplica	1
2006	Casado	79	Blanca	No aplica	No fuertemente republicano	Protestante	No denominacional	4
2006	Nunca se ha casado	34	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	2
2006	Casado	49	Blanca	25000 o más	No fuertemente demócrata	Protestante	Otra	2
2006	Divorciado	42	Blanca	15000 - 19999	No fuertemente republicano	Protestante	Iglesia metodista unida	1
2006	Sin respuesta	63	Blanca	Sin respuesta	Fuertemente demócrata	Ninguna	No aplica	NA
2006	Nunca se ha casado	36	Blanca	25000 o más	Ind, pro dem	Católica	No aplica	NA
2006	Nunca se ha casado	25	Blanca	25000 o más	Fuertemente demócrata	Judía	No aplica	0
2006	Casado	24	Blanca	8000 - 9999	Ind, pro dem	Protestante	No denominacional	1
2006	Divorciado	66	Blanca	No aplica	Ind, pro rep	Ninguna	No aplica	5
2006	Nunca se ha casado	21	Blanca	15000 - 19999	Ind, pro rep	Ninguna	No aplica	NA
2006	Viudo	84	Blanca	No aplica	Fuertemente republicano	Cristiana	No denominacional	NA
2006	Nunca se ha casado	39	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	NA
2006	Nunca se ha casado	36	Blanca	25000 o más	Fuertemente demócrata	Ninguna	No aplica	1
2006	Divorciado	57	Blanca	25000 o más	Ind, pro dem	Protestante	No denominacional	NA
2006	Nunca se ha casado	36	Blanca	10000 - 14999	Ind, pro dem	Ninguna	No aplica	NA
2006	Casado	21	Otra	10000 - 14999	Ind, pro dem	Católica	No aplica	4
2006	Viudo	89	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	2
2006	Nunca se ha casado	40	Blanca	25000 o más	Fuertemente republicano	Protestante	No denominacional	NA
2006	Viudo	55	Blanca	10000 - 14999	No fuertemente demócrata	Protestante	Otras bautistas	NA
2006	Divorciado	34	Otra	No aplica	Ind, pro rep	Ninguna	No aplica	NA
2006	Nunca se ha casado	48	Blanca	25000 o más	Ind, pro dem	Protestante	Metodista, no sabe cuál	3
2006	Divorciado	44	Blanca	No aplica	Independiente	Protestante	Bautista, no sabe cuál	NA
2006	Casado	32	Blanca	No aplica	Independiente	Protestante	Presbiteriana, no sabe cuál	10
2006	Viudo	81	Blanca	No aplica	Fuertemente republicano	Protestante	Bautista, no sabe cuál	NA
2006	Casado	60	Blanca	Se niega a responder	Independiente	Protestante	No denominacional	NA
2006	Casado	49	Blanca	Sin respuesta	Independiente	Ninguna	No aplica	NA
2006	Divorciado	45	Negra	No aplica	Otro partido	Otra	No aplica	2
2006	Nunca se ha casado	32	Blanca	No aplica	Fuertemente demócrata	Protestante	Otra	NA
2006	Casado	75	Blanca	No aplica	No fuertemente republicano	Protestante	No denominacional	2
2006	Casado	27	Otra	No sabe	Independiente	Católica	No aplica	NA
2006	Casado	52	Otra	25000 o más	Fuertemente demócrata	Católica	No aplica	NA
2006	Casado	27	Blanca	25000 o más	No fuertemente republicano	Protestante	No denominacional	NA
2006	Nunca se ha casado	29	Otra	15000 - 19999	Ind, pro dem	Católica	No aplica	NA
2006	Nunca se ha casado	22	Otra	5000 - 5999	No fuertemente republicano	Católica	No aplica	5
2006	Casado	44	Otra	Se niega a responder	Independiente	Católica	No aplica	NA
2006	Casado	61	Otra	20000 - 24999	Fuertemente demócrata	Católica	No aplica	2
2006	Separado	70	Otra	No sabe	Independiente	Católica	No aplica	NA
2006	Casado	50	Otra	25000 o más	Independiente	Católica	No aplica	NA
2006	Casado	61	Blanca	No aplica	Fuertemente republicano	Cristiana	No denominacional	NA
2006	Casado	29	Blanca	10000 - 14999	Fuertemente demócrata	Católica	No aplica	5
2006	Nunca se ha casado	54	Blanca	20000 - 24999	Fuertemente republicano	Católica	No aplica	NA
2006	Divorciado	54	Otra	No aplica	Independiente	Protestante	Otra	NA
2006	Casado	76	Blanca	No aplica	No fuertemente republicano	Católica	No aplica	5
2006	Casado	32	Otra	25000 o más	Ind, pro rep	Católica	No aplica	NA
2006	Nunca se ha casado	47	Blanca	No aplica	Fuertemente demócrata	Protestante	Bautistas del sur	NA
2006	Casado	29	Blanca	10000 - 14999	No fuertemente demócrata	Protestante	Otra	2
2006	Nunca se ha casado	23	Blanca	10000 - 14999	Independiente	Ninguna	No aplica	NA
2006	Casado	42	Otra	5000 - 5999	No fuertemente demócrata	Católica	No aplica	NA
2006	Casado	37	Otra	25000 o más	Independiente	Hinduismo	No aplica	3
2006	Nunca se ha casado	68	Otra	No aplica	No fuertemente demócrata	Cristiana ortodoxa	No aplica	NA
2006	Casado	42	Blanca	25000 o más	No fuertemente republicano	Ninguna	No aplica	NA
2006	Casado	28	Blanca	15000 - 19999	Independiente	Ninguna	No aplica	1
2006	Divorciado	45	Blanca	10000 - 14999	No fuertemente republicano	Protestante	No denominacional	2
2006	Divorciado	44	Blanca	No aplica	Ind, pro rep	Protestante	Otra	NA
2006	Viudo	69	Blanca	No aplica	No fuertemente demócrata	Protestante	No denominacional	NA
2006	Casado	45	Blanca	25000 o más	No fuertemente republicano	Protestante	Bautista, no sabe cuál	NA
2006	Casado	40	Otra	25000 o más	Ind, pro dem	Protestante	Presbiteriana, no sabe cuál	NA
2006	Nunca se ha casado	21	Blanca	No aplica	Fuertemente republicano	Protestante	No denominacional	0
2006	Nunca se ha casado	21	Otra	7000 - 7999	Fuertemente republicano	Cristiana	No denominacional	NA
2006	Casado	62	Blanca	25000 o más	Fuertemente demócrata	Ninguna	No aplica	NA
2006	Casado	50	Blanca	25000 o más	Ind, pro rep	Cristiana	No denominacional	NA
2006	Casado	36	Blanca	Menos de 1000	Independiente	Ninguna	No aplica	2
2006	Divorciado	29	Otra	25000 o más	No fuertemente republicano	Protestante	Otra	1
2006	Nunca se ha casado	71	Blanca	No aplica	No fuertemente republicano	Ninguna	No aplica	6
2006	Casado	41	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	1
2006	Casado	50	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	2
2006	Divorciado	68	Blanca	No aplica	No fuertemente republicano	Protestante	Iglesia metodista unida	NA
2006	Divorciado	45	Blanca	25000 o más	Ind, pro rep	Ninguna	No aplica	NA
2006	Casado	38	Blanca	25000 o más	Fuertemente republicano	Ninguna	No aplica	NA
2006	Nunca se ha casado	55	Blanca	15000 - 19999	Independiente	Católica	No aplica	7
2006	Viudo	71	Blanca	No aplica	Fuertemente republicano	Cristiana	No denominacional	4
2006	Casado	41	Blanca	No aplica	Independiente	Ninguna	No aplica	NA
2006	Casado	50	Blanca	No sabe	Independiente	Protestante	Luterana, no sabe cuál	NA
2006	Divorciado	48	Blanca	25000 o más	Independiente	Protestante	Presbiteriana, no sabe cuál	2
2006	Casado	29	Blanca	25000 o más	Fuertemente republicano	Protestante	Otra	NA
2006	Nunca se ha casado	51	Blanca	25000 o más	No fuertemente republicano	Judía	No aplica	2
2006	Nunca se ha casado	22	Blanca	3000 - 3999	Otro partido	Cristiana	No denominacional	NA
2006	Divorciado	41	Blanca	20000 - 24999	Independiente	Protestante	Otra	NA
2006	Nunca se ha casado	20	Otra	25000 o más	Ind, pro rep	Católica	No aplica	NA
2006	Nunca se ha casado	50	Blanca	No aplica	Independiente	Protestante	Otra	6
2006	Sin respuesta	40	Otra	20000 - 24999	No fuertemente demócrata	Protestante	No denominacional	NA
2006	Casado	28	Blanca	15000 - 19999	No fuertemente republicano	Católica	No aplica	2
2006	Separado	38	Blanca	25000 o más	Independiente	Protestante	Otra	3
2006	Nunca se ha casado	22	Otra	25000 o más	Independiente	Protestante	No denominacional	4
2006	Separado	54	Otra	25000 o más	No fuertemente demócrata	Protestante	No denominacional	2
2006	Separado	56	Otra	25000 o más	No fuertemente demócrata	Budismo	No aplica	NA
2006	Nunca se ha casado	41	Blanca	25000 o más	Independiente	Protestante	Otra	NA
2006	Divorciado	NA	Blanca	No aplica	Independiente	Protestante	Otra	1
2006	Nunca se ha casado	21	Otra	10000 - 14999	No fuertemente republicano	Protestante	Otra	3
2006	Casado	42	Otra	10000 - 14999	Independiente	Católica	No aplica	NA
2006	Nunca se ha casado	25	Blanca	20000 - 24999	Otro partido	Ninguna	No aplica	5
2006	Casado	43	Otra	20000 - 24999	No fuertemente demócrata	Protestante	Otra	5
2006	Divorciado	41	Blanca	25000 o más	No fuertemente demócrata	Budismo	No aplica	0
2006	Nunca se ha casado	26	Otra	No aplica	Independiente	Ninguna	No aplica	NA
2006	Divorciado	48	Blanca	25000 o más	Independiente	Ninguna	No aplica	NA
2006	Nunca se ha casado	24	Otra	3000 - 3999	No fuertemente republicano	Budismo	No aplica	NA
2006	Casado	38	Blanca	25000 o más	Fuertemente demócrata	Ninguna	No aplica	1
2006	Casado	37	Otra	Menos de 1000	Independiente	Protestante	No denominacional	NA
2006	Casado	35	Otra	20000 - 24999	Ind, pro dem	Otra	No aplica	NA
2006	Casado	68	Blanca	No aplica	Independiente	Católica	No aplica	NA
2006	Nunca se ha casado	34	Blanca	6000 - 6999	No fuertemente demócrata	Ninguna	No aplica	NA
2006	Casado	58	Otra	No aplica	Fuertemente demócrata	Budismo	No aplica	NA
2006	Nunca se ha casado	23	Blanca	4000 - 4999	Ind, pro dem	Ninguna	No aplica	0
2006	Nunca se ha casado	31	Otra	20000 - 24999	Ind, pro dem	Católica	No aplica	NA
2006	Casado	59	Otra	25000 o más	No fuertemente demócrata	Budismo	No aplica	4
2006	Nunca se ha casado	78	Otra	No aplica	No fuertemente demócrata	Católica	No aplica	6
2006	Nunca se ha casado	60	Otra	No aplica	Independiente	Católica	No aplica	NA
2006	Casado	44	Otra	25000 o más	Fuertemente republicano	Católica	No aplica	NA
2006	Casado	46	Otra	25000 o más	No fuertemente demócrata	Ninguna	No aplica	1
2006	Casado	69	Otra	1000 - 2999	Ind, pro dem	Protestante	No sabe	5
2006	Separado	40	Otra	20000 - 24999	No fuertemente demócrata	Cristiana	No denominacional	NA
2006	Casado	60	Otra	No aplica	Ind, pro dem	Ninguna	No aplica	2
2006	Casado	51	Otra	25000 o más	No fuertemente demócrata	Budismo	No aplica	2
2006	Casado	60	Otra	15000 - 19999	No fuertemente demócrata	Ninguna	No aplica	5
2006	Casado	56	Blanca	25000 o más	No fuertemente republicano	Protestante	Presbiteriana, fusionadas	NA
2006	Nunca se ha casado	24	Blanca	No sabe	Independiente	Otra	No aplica	0
2006	Divorciado	35	Otra	7000 - 7999	Independiente	Budismo	No aplica	1
2006	Casado	45	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	5
2006	Casado	29	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	NA
2006	Casado	64	Blanca	25000 o más	No fuertemente demócrata	Ninguna	No aplica	1
2006	Casado	67	Blanca	No aplica	Ind, pro rep	Católica	No aplica	NA
2006	Casado	38	Blanca	25000 o más	No fuertemente republicano	Ninguna	No aplica	NA
2006	Casado	47	Blanca	25000 o más	Fuertemente demócrata	Protestante	Unión presbiteriana de iglesias	NA
2006	Nunca se ha casado	38	Blanca	No aplica	Fuertemente republicano	Cristiana	No denominacional	NA
2006	Casado	53	Blanca	25000 o más	Independiente	Protestante	Iglesia metodista unida	NA
2006	Casado	47	Blanca	Se niega a responder	Fuertemente republicano	Católica	No aplica	NA
2006	Casado	53	Blanca	10000 - 14999	No fuertemente republicano	Cristiana	No denominacional	NA
2006	Casado	62	Blanca	25000 o más	Fuertemente republicano	Católica	No aplica	NA
2006	Casado	58	Blanca	25000 o más	Ind, pro dem	Protestante	Otra	NA
2006	Casado	49	Blanca	1000 - 2999	Independiente	Católica	No aplica	NA
2006	Casado	57	Blanca	No aplica	Fuertemente republicano	Católica	No aplica	8
2006	Casado	52	Blanca	25000 o más	Fuertemente demócrata	Budismo	No aplica	NA
2006	Casado	35	Blanca	25000 o más	Ind, pro rep	Católica	No aplica	NA
2006	Casado	65	Blanca	No aplica	Fuertemente republicano	Católica	No aplica	NA
2006	Divorciado	36	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	NA
2006	Casado	56	Blanca	Menos de 1000	No fuertemente demócrata	Católica	No aplica	NA
2006	Nunca se ha casado	25	Blanca	Se niega a responder	No fuertemente republicano	Católica	No aplica	NA
2006	Nunca se ha casado	29	Blanca	25000 o más	Independiente	Cristiana ortodoxa	No aplica	NA
2006	Casado	27	Blanca	25000 o más	Ind, pro dem	Protestante	Presbiteriana, no sabe cuál	NA
2006	Casado	62	Blanca	No aplica	Fuertemente demócrata	Ninguna	No aplica	3
2006	Viudo	78	Blanca	No aplica	Ind, pro rep	Católica	No aplica	5
2006	Nunca se ha casado	20	Blanca	10000 - 14999	Independiente	Católica	No aplica	NA
2006	Casado	75	Blanca	20000 - 24999	No fuertemente republicano	Protestante	Bautistas del sur	NA
2006	Casado	52	Blanca	No aplica	No fuertemente republicano	Católica	No aplica	NA
2006	Casado	65	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	NA
2006	Viudo	89	Blanca	No aplica	No fuertemente demócrata	Protestante	Otra	2
2006	Casado	53	Blanca	No aplica	Independiente	Protestante	Presbiteriana, no sabe cuál	NA
2006	Divorciado	41	Blanca	10000 - 14999	No fuertemente demócrata	Ninguna	No aplica	NA
2006	Casado	71	Blanca	No aplica	No fuertemente republicano	Protestante	Bautista, no sabe cuál	2
2006	Nunca se ha casado	39	Negra	10000 - 14999	Ind, pro dem	Protestante	Episcopal	10
2006	Nunca se ha casado	22	Blanca	5000 - 5999	Fuertemente republicano	Protestante	Otra	0
2006	Casado	40	Blanca	25000 o más	Ind, pro dem	Católica	No aplica	1
2006	Casado	80	Blanca	No aplica	Fuertemente demócrata	Ninguna	No aplica	1
2006	Casado	42	Blanca	No sabe	Independiente	Católica	No aplica	0
2006	Separado	68	Blanca	No aplica	Independiente	Protestante	No denominacional	NA
2006	Casado	59	Blanca	25000 o más	Fuertemente republicano	Católica	No aplica	2
2006	Viudo	59	Blanca	25000 o más	Ind, pro rep	Protestante	No denominacional	4
2006	Casado	75	Blanca	No aplica	Ind, pro dem	Ninguna	No aplica	1
2006	Nunca se ha casado	26	Blanca	25000 o más	Ind, pro rep	Católica	No aplica	2
2006	Casado	25	Blanca	25000 o más	Fuertemente republicano	Protestante	Presbiteriana, no sabe cuál	4
2006	Viudo	68	Blanca	No aplica	No fuertemente republicano	Protestante	Episcopal	NA
2006	Divorciado	63	Blanca	4000 - 4999	Fuertemente demócrata	Protestante	Otra	NA
2006	Divorciado	46	Blanca	15000 - 19999	Ind, pro rep	Ninguna	No aplica	NA
2006	Divorciado	61	Blanca	1000 - 2999	Fuertemente demócrata	Otra	No aplica	NA
2006	Viudo	81	Blanca	No aplica	Ind, pro dem	Protestante	No denominacional	3
2006	Casado	33	Blanca	25000 o más	No fuertemente demócrata	Ninguna	No aplica	NA
2006	Viudo	75	Blanca	No aplica	Fuertemente republicano	Católica	No aplica	NA
2006	Separado	28	Blanca	20000 - 24999	Independiente	Cristiana	No denominacional	NA
2006	Nunca se ha casado	57	Otra	8000 - 9999	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	NA
2006	Divorciado	46	Blanca	10000 - 14999	Independiente	Protestante	Bautista, no sabe cuál	NA
2006	Casado	66	Blanca	No aplica	Fuertemente republicano	Protestante	Bautista, no sabe cuál	1
2006	Divorciado	60	Blanca	Se niega a responder	Fuertemente republicano	Ninguna	No aplica	NA
